nome,idade,salario
Cliente2626,51,3520
Cliente2627,52,3540
Cliente2628,53,3560
Cliente2629,44,
Cliente2630,,3300
Cliente2631,56,3620
,52,4280
Cliente2633,58,3660
Cliente2634,59,3680
Cliente2635,,3350
Cliente2636,61,3720
Cliente2637,62,3740
Cliente2638,63,3760
,59,4385
Cliente2640,,3400
Cliente2641,26,3820
Cliente2642,27,3840
Cliente2643,28,3860
Cliente2644,29,3880
Cliente2645,,3450
,26,3590
Cliente2647,32,3940
Cliente2648,33,3960
Cliente2649,34,3980
Cliente2650,,3000
Cliente2651,36,
Cliente2652,37,4040
,33,3695
Cliente2654,39,4080
Cliente2655,,3050
Cliente2656,41,4120
Cliente2657,42,4140
Cliente2658,43,4160
Cliente2659,44,4180
Cliente2660,,3100
Cliente2661,46,4220
Cliente2662,47,
Cliente2663,48,4260
Cliente2664,49,4280
Cliente2665,,3150
Cliente2666,51,4320
,47,3905
Cliente2668,53,4360
Cliente2669,54,4380
Cliente2670,,3200
Cliente2671,56,4420
Cliente2672,57,4440
Cliente2673,28,
,54,4010
Cliente2675,,3250
Cliente2676,61,4520
Cliente2677,62,4540
Cliente2678,63,4560
Cliente2679,64,4580
Cliente2680,,3300
,21,4115
Cliente2682,27,4640
Cliente2683,28,4660
Cliente2684,39,
Cliente2685,,3350
Cliente2686,31,4720
Cliente2687,32,4740
,28,4220
Cliente2689,34,4780
Cliente2690,,3400
Cliente2691,36,4820
Cliente2692,37,4840
Cliente2693,38,4860
Cliente2694,39,4880
Cliente2695,,3450
Cliente2696,41,4920
Cliente2697,42,4940
Cliente2698,43,4960
Cliente2699,44,4980
Cliente2700,,3000
Cliente2701,46,3020
,42,3530
Cliente2703,48,3060
Cliente2704,49,3080
Cliente2705,,3050
Cliente2706,31,
Cliente2707,52,3140
Cliente2708,53,3160
,49,3635
Cliente2710,,3100
Cliente2711,56,3220
Cliente2712,57,3240
Cliente2713,58,3260
Cliente2714,59,3280
Cliente2715,,3150
,56,3740
Cliente2717,42,
Cliente2718,63,3360
Cliente2719,64,3380
Cliente2720,,3200
Cliente2721,26,3420
Cliente2722,27,3440
,23,3845
Cliente2724,29,3480
Cliente2725,,3250
Cliente2726,31,3520
Cliente2727,32,3540
Cliente2728,53,
Cliente2729,34,3580
Cliente2730,,3300
Cliente2731,36,3620
Cliente2732,37,3640
Cliente2733,38,3660
Cliente2734,39,3680
Cliente2735,,3350
Cliente2736,41,3720
,37,4055
Cliente2738,43,3760
Cliente2739,34,
Cliente2740,,3400
Cliente2741,46,3820
Cliente2742,47,3840
Cliente2743,48,3860
,44,4160
Cliente2745,,3450
Cliente2746,51,3920
Cliente2747,52,3940
Cliente2748,53,3960
Cliente2749,54,3980
Cliente2750,,3000
,51,4265
Cliente2752,57,4040
Cliente2753,58,4060
Cliente2754,59,4080
Cliente2755,,3050
Cliente2756,61,4120
Cliente2757,62,4140
,58,4370
Cliente2759,64,4180
Cliente2760,,3100
Cliente2761,26,
Cliente2762,27,4240
Cliente2763,28,4260
Cliente2764,29,4280
Cliente2765,,3150
Cliente2766,31,4320
Cliente2767,32,4340
Cliente2768,33,4360
Cliente2769,34,4380
Cliente2770,,3200
Cliente2771,36,4420
,32,3680
Cliente2773,38,4460
Cliente2774,39,4480
Cliente2775,,3250
Cliente2776,41,4520
Cliente2777,42,4540
Cliente2778,43,4560
,39,3785
Cliente2780,,3300
Cliente2781,46,4620
Cliente2782,47,4640
Cliente2783,48,
Cliente2784,49,4680
Cliente2785,,3350
,46,3890
Cliente2787,52,4740
Cliente2788,53,4760
Cliente2789,54,4780
Cliente2790,,3400
Cliente2791,56,4820
Cliente2792,57,4840
,53,3995
Cliente2794,29,
Cliente2795,,3450
Cliente2796,61,4920
Cliente2797,62,4940
Cliente2798,63,4960
Cliente2799,64,4980
Cliente2800,,3000
Cliente2801,26,3020
Cliente2802,27,3040
Cliente2803,28,3060
Cliente2804,29,3080
Cliente2805,,3050
Cliente2806,31,3120
,27,4205
Cliente2808,33,3160
Cliente2809,34,3180
Cliente2810,,3100
Cliente2811,36,3220
Cliente2812,37,3240
Cliente2813,38,3260
,34,4310
Cliente2815,,3150
Cliente2816,51,
Cliente2817,42,3340
Cliente2818,43,3360
Cliente2819,44,3380
Cliente2820,,3200
,41,3515
Cliente2822,47,3440
Cliente2823,48,3460
Cliente2824,49,3480
Cliente2825,,3250
Cliente2826,51,3520
Cliente2827,32,
,48,3620
Cliente2829,54,3580
Cliente2830,,3300
Cliente2831,56,3620
Cliente2832,57,3640
Cliente2833,58,3660
Cliente2834,59,3680
Cliente2835,,3350
Cliente2836,61,3720
Cliente2837,62,3740
Cliente2838,43,
Cliente2839,64,3780
Cliente2840,,3400
Cliente2841,26,3820
,22,3830
Cliente2843,28,3860
Cliente2844,29,3880
Cliente2845,,3450
Cliente2846,31,3920
Cliente2847,32,3940
Cliente2848,33,3960
,29,3935
Cliente2850,,3000
Cliente2851,36,4020
Cliente2852,37,4040
Cliente2853,38,4060
Cliente2854,39,4080
Cliente2855,,3050
,36,4040
Cliente2857,42,4140
Cliente2858,43,4160
Cliente2859,44,4180
Cliente2860,,3100
Cliente2861,46,4220
Cliente2862,47,4240
,43,4145
Cliente2864,49,4280
Cliente2865,,3150
Cliente2866,51,4320
Cliente2867,52,4340
Cliente2868,53,4360
Cliente2869,54,4380
Cliente2870,,3200
Cliente2871,46,
Cliente2872,57,4440
Cliente2873,58,4460
Cliente2874,59,4480
Cliente2875,,3250
Cliente2876,61,4520
,57,4355
Cliente2878,63,4560
Cliente2879,64,4580
Cliente2880,,3300
Cliente2881,26,4620
Cliente2882,27,
Cliente2883,28,4660
,24,3560
Cliente2885,,3350
Cliente2886,31,4720
Cliente2887,32,4740
Cliente2888,33,4760
Cliente2889,34,4780
Cliente2890,,3400
,31,3665
Cliente2892,37,4840
Cliente2893,38,
Cliente2894,39,4880
Cliente2895,,3450
Cliente2896,41,4920
Cliente2897,42,4940
,38,3770
Cliente2899,44,4980
Cliente2900,,3000
Cliente2901,46,3020
Cliente2902,47,3040
Cliente2903,48,3060
Cliente2904,49,
Cliente2905,,3050
Cliente2906,51,3120
Cliente2907,52,3140
Cliente2908,53,3160
Cliente2909,54,3180
Cliente2910,,3100
Cliente2911,56,3220
,52,3980
Cliente2913,58,3260
Cliente2914,59,3280
Cliente2915,,3150
Cliente2916,61,3320
Cliente2917,62,3340
Cliente2918,63,3360
,59,4085
Cliente2920,,3200
Cliente2921,26,3420
Cliente2922,27,3440
Cliente2923,28,3460
Cliente2924,29,3480
Cliente2925,,3250
,26,4190
Cliente2927,32,3540
Cliente2928,33,3560
Cliente2929,34,3580
Cliente2930,,3300
Cliente2931,36,3620
Cliente2932,37,3640
,33,4295
Cliente2934,39,3680
Cliente2935,,3350
Cliente2936,41,3720
Cliente2937,52,
Cliente2938,43,3760
Cliente2939,44,3780
Cliente2940,,3400
Cliente2941,46,3820
Cliente2942,47,3840
Cliente2943,48,3860
Cliente2944,49,3880
Cliente2945,,3450
Cliente2946,51,3920
,47,3605
Cliente2948,33,
Cliente2949,54,3980
Cliente2950,,3000
Cliente2951,56,4020
Cliente2952,57,4040
Cliente2953,58,4060
,54,3710
Cliente2955,,3050
Cliente2956,61,4120
Cliente2957,62,4140
Cliente2958,63,4160
Cliente2959,44,
Cliente2960,,3100
,21,3815
Cliente2962,27,4240
Cliente2963,28,4260
Cliente2964,29,4280
Cliente2965,,3150
Cliente2966,31,4320
Cliente2967,32,4340
,28,3920
Cliente2969,34,4380
Cliente2970,,3200
Cliente2971,36,4420
Cliente2972,37,4440
Cliente2973,38,4460
Cliente2974,39,4480
Cliente2975,,3250
Cliente2976,41,4520
Cliente2977,42,4540
Cliente2978,43,4560
Cliente2979,44,4580
Cliente2980,,3300
Cliente2981,36,
,42,4130
Cliente2983,48,4660
Cliente2984,49,4680
Cliente2985,,3350
Cliente2986,51,4720
Cliente2987,52,4740
Cliente2988,53,4760
,49,4235
Cliente2990,,3400
Cliente2991,56,4820
Cliente2992,47,
Cliente2993,58,4860
Cliente2994,59,4880
Cliente2995,,3450
,56,4340
Cliente2997,62,4940
Cliente2998,63,4960
Cliente2999,64,4980
Cliente3000,,3000
Cliente3001,26,3020
Cliente3002,27,3040
,23,3545
Cliente3004,29,3080
Cliente3005,,3050
Cliente3006,31,3120
Cliente3007,32,3140
Cliente3008,33,3160
Cliente3009,34,3180
Cliente3010,,3100
Cliente3011,36,3220
Cliente3012,37,3240
Cliente3013,38,3260
Cliente3014,39,
Cliente3015,,3150
Cliente3016,41,3320
,37,3755
Cliente3018,43,3360
Cliente3019,44,3380
Cliente3020,,3200
Cliente3021,46,3420
Cliente3022,47,3440
Cliente3023,48,3460
,44,3860
Cliente3025,,3250
Cliente3026,51,3520
Cliente3027,52,3540
Cliente3028,53,3560
Cliente3029,54,3580
Cliente3030,,3300
,51,3965
Cliente3032,57,3640
Cliente3033,58,3660
Cliente3034,59,3680
Cliente3035,,3350
Cliente3036,31,
Cliente3037,62,3740
,58,4070
Cliente3039,64,3780
Cliente3040,,3400
Cliente3041,26,3820
Cliente3042,27,3840
Cliente3043,28,3860
Cliente3044,29,3880
Cliente3045,,3450
Cliente3046,31,3920
Cliente3047,42,
Cliente3048,33,3960
Cliente3049,34,3980
Cliente3050,,3000
Cliente3051,36,4020
,32,4280
Cliente3053,38,4060
Cliente3054,39,4080
Cliente3055,,3050
Cliente3056,41,4120
Cliente3057,42,4140
Cliente3058,53,
,39,4385
Cliente3060,,3100
Cliente3061,46,4220
Cliente3062,47,4240
Cliente3063,48,4260
Cliente3064,49,4280
Cliente3065,,3150
,46,3590
Cliente3067,52,4340
Cliente3068,53,4360
Cliente3069,34,
Cliente3070,,3200
Cliente3071,56,4420
Cliente3072,57,4440
,53,3695
Cliente3074,59,4480
Cliente3075,,3250
Cliente3076,61,4520
Cliente3077,62,4540
Cliente3078,63,4560
Cliente3079,64,4580
Cliente3080,,3300
Cliente3081,26,4620
Cliente3082,27,4640
Cliente3083,28,4660
Cliente3084,29,4680
Cliente3085,,3350
Cliente3086,31,4720
,27,3905
Cliente3088,33,4760
Cliente3089,34,4780
Cliente3090,,3400
Cliente3091,26,
Cliente3092,37,4840
Cliente3093,38,4860
,34,4010
Cliente3095,,3450
Cliente3096,41,4920
Cliente3097,42,4940
Cliente3098,43,4960
Cliente3099,44,4980
Cliente3100,,3000
,41,4115
Cliente3102,37,
Cliente3103,48,3060
Cliente3104,49,3080
Cliente3105,,3050
Cliente3106,51,3120
Cliente3107,52,3140
,48,4220
Cliente3109,54,3180
Cliente3110,,3100
Cliente3111,56,3220
Cliente3112,57,3240
Cliente3113,48,
Cliente3114,59,3280
Cliente3115,,3150
Cliente3116,61,3320
Cliente3117,62,3340
Cliente3118,63,3360
Cliente3119,64,3380
Cliente3120,,3200
Cliente3121,26,3420
,22,3530
Cliente3123,28,3460
Cliente3124,29,
Cliente3125,,3250
Cliente3126,31,3520
Cliente3127,32,3540
Cliente3128,33,3560
,29,3635
Cliente3130,,3300
Cliente3131,36,3620
Cliente3132,37,3640
Cliente3133,38,3660
Cliente3134,39,3680
Cliente3135,,3350
,36,3740
Cliente3137,42,3740
Cliente3138,43,3760
Cliente3139,44,3780
Cliente3140,,3400
Cliente3141,46,3820
Cliente3142,47,3840
,43,3845
Cliente3144,49,3880
Cliente3145,,3450
Cliente3146,51,
Cliente3147,52,3940
Cliente3148,53,3960
Cliente3149,54,3980
Cliente3150,,3000
Cliente3151,56,4020
Cliente3152,57,4040
Cliente3153,58,4060
Cliente3154,59,4080
Cliente3155,,3050
Cliente3156,61,4120
,57,4055
Cliente3158,63,4160
Cliente3159,64,4180
Cliente3160,,3100
Cliente3161,26,4220
Cliente3162,27,4240
Cliente3163,28,4260
,24,4160
Cliente3165,,3150
Cliente3166,31,4320
Cliente3167,32,4340
Cliente3168,43,
Cliente3169,34,4380
Cliente3170,,3200
,31,4265
Cliente3172,37,4440
Cliente3173,38,4460
Cliente3174,39,4480
Cliente3175,,3250
Cliente3176,41,4520
Cliente3177,42,4540
,38,4370
Cliente3179,54,
Cliente3180,,3300
Cliente3181,46,4620
Cliente3182,47,4640
Cliente3183,48,4660
Cliente3184,49,4680
Cliente3185,,3350
Cliente3186,51,4720
Cliente3187,52,4740
Cliente3188,53,4760
Cliente3189,54,4780
Cliente3190,,3400
Cliente3191,56,4820
,52,3680
Cliente3193,58,4860
Cliente3194,59,4880
Cliente3195,,3450
Cliente3196,61,4920
Cliente3197,62,4940
Cliente3198,63,4960
,59,3785
Cliente3200,,3000
Cliente3201,46,
Cliente3202,27,3040
Cliente3203,28,3060
Cliente3204,29,3080
Cliente3205,,3050
,26,3890
Cliente3207,32,3140
Cliente3208,33,3160
Cliente3209,34,3180
Cliente3210,,3100
Cliente3211,36,3220
Cliente3212,27,
,33,3995
Cliente3214,39,3280
Cliente3215,,3150
Cliente3216,41,3320
Cliente3217,42,3340
Cliente3218,43,3360
Cliente3219,44,3380
Cliente3220,,3200
Cliente3221,46,3420
Cliente3222,47,3440
Cliente3223,38,
Cliente3224,49,3480
Cliente3225,,3250
Cliente3226,51,3520
,47,4205
Cliente3228,53,3560
Cliente3229,54,3580
Cliente3230,,3300
Cliente3231,56,3620
Cliente3232,57,3640
Cliente3233,58,3660
,54,4310
Cliente3235,,3350
Cliente3236,61,3720
Cliente3237,62,3740
Cliente3238,63,3760
Cliente3239,64,3780
Cliente3240,,3400
,21,3515
Cliente3242,27,3840
Cliente3243,28,3860
Cliente3244,29,3880
Cliente3245,,3450
Cliente3246,31,3920
Cliente3247,32,3940
,28,3620
Cliente3249,34,3980
Cliente3250,,3000
Cliente3251,36,4020
Cliente3252,37,4040
Cliente3253,38,4060
Cliente3254,39,4080
Cliente3255,,3050
Cliente3256,41,
Cliente3257,42,4140
Cliente3258,43,4160
Cliente3259,44,4180
Cliente3260,,3100
Cliente3261,46,4220
,42,3830
Cliente3263,48,4260
Cliente3264,49,4280
Cliente3265,,3150
Cliente3266,51,4320
Cliente3267,52,
Cliente3268,53,4360
,49,3935
Cliente3270,,3200
Cliente3271,56,4420
Cliente3272,57,4440
Cliente3273,58,4460
Cliente3274,59,4480
Cliente3275,,3250
,56,4040
Cliente3277,62,4540
Cliente3278,33,
Cliente3279,64,4580
Cliente3280,,3300
Cliente3281,26,4620
Cliente3282,27,4640
,23,4145
Cliente3284,29,4680
Cliente3285,,3350
Cliente3286,31,4720
Cliente3287,32,4740
Cliente3288,33,4760
Cliente3289,44,
Cliente3290,,3400
Cliente3291,36,4820
Cliente3292,37,4840
Cliente3293,38,4860
Cliente3294,39,4880
Cliente3295,,3450
Cliente3296,41,4920
,37,4355
Cliente3298,43,4960
Cliente3299,44,4980
Cliente3300,,3000
Cliente3301,46,3020
Cliente3302,47,3040
Cliente3303,48,3060
,44,3560
Cliente3305,,3050
Cliente3306,51,3120
Cliente3307,52,3140
Cliente3308,53,3160
Cliente3309,54,3180
Cliente3310,,3100
,51,3665
Cliente3312,57,3240
Cliente3313,58,3260
Cliente3314,59,3280
Cliente3315,,3150
Cliente3316,61,3320
Cliente3317,62,3340
,58,3770
Cliente3319,64,3380
Cliente3320,,3200
Cliente3321,26,3420
Cliente3322,47,
Cliente3323,28,3460
Cliente3324,29,3480
Cliente3325,,3250
Cliente3326,31,3520
Cliente3327,32,3540
Cliente3328,33,3560
Cliente3329,34,3580
Cliente3330,,3300
Cliente3331,36,3620
,32,3980
Cliente3333,28,
Cliente3334,39,3680
Cliente3335,,3350
Cliente3336,41,3720
Cliente3337,42,3740
Cliente3338,43,3760
,39,4085
Cliente3340,,3400
Cliente3341,46,3820
Cliente3342,47,3840
Cliente3343,48,3860
Cliente3344,39,
Cliente3345,,3450
,46,4190
Cliente3347,52,3940
Cliente3348,53,3960
Cliente3349,54,3980
Cliente3350,,3000
Cliente3351,56,4020
Cliente3352,57,4040
,53,4295
Cliente3354,59,4080
Cliente3355,,3050
Cliente3356,61,4120
Cliente3357,62,4140
Cliente3358,63,4160
Cliente3359,64,4180
Cliente3360,,3100
Cliente3361,26,4220
Cliente3362,27,4240
Cliente3363,28,4260
Cliente3364,29,4280
Cliente3365,,3150
Cliente3366,31,
,27,3605
Cliente3368,33,4360
Cliente3369,34,4380
Cliente3370,,3200
Cliente3371,36,4420
Cliente3372,37,4440
Cliente3373,38,4460
,34,3710
Cliente3375,,3250
Cliente3376,41,4520
Cliente3377,42,
Cliente3378,43,4560
Cliente3379,44,4580
Cliente3380,,3300
,41,3815
Cliente3382,47,4640
Cliente3383,48,4660
Cliente3384,49,4680
Cliente3385,,3350
Cliente3386,51,4720
Cliente3387,52,4740
,48,3920
Cliente3389,54,4780
Cliente3390,,3400
Cliente3391,56,4820
Cliente3392,57,4840
Cliente3393,58,4860
Cliente3394,59,4880
Cliente3395,,3450
Cliente3396,61,4920
Cliente3397,62,4940
Cliente3398,63,4960
Cliente3399,34,
Cliente3400,,3000
Cliente3401,26,3020
,22,4130
Cliente3403,28,3060
Cliente3404,29,3080
Cliente3405,,3050
Cliente3406,31,3120
Cliente3407,32,3140
Cliente3408,33,3160
,29,4235
Cliente3410,,3100
Cliente3411,36,3220
Cliente3412,37,3240
Cliente3413,38,3260
Cliente3414,39,3280
Cliente3415,,3150
,36,4340
Cliente3417,42,3340
Cliente3418,43,3360
Cliente3419,44,3380
Cliente3420,,3200
Cliente3421,26,
Cliente3422,47,3440
,43,3545
Cliente3424,49,3480
Cliente3425,,3250
Cliente3426,51,3520
Cliente3427,52,3540
Cliente3428,53,3560
Cliente3429,54,3580
Cliente3430,,3300
Cliente3431,56,3620
Cliente3432,37,
Cliente3433,58,3660
Cliente3434,59,3680
Cliente3435,,3350
Cliente3436,61,3720
,57,3755
Cliente3438,63,3760
Cliente3439,64,3780
Cliente3440,,3400
Cliente3441,26,3820
Cliente3442,27,3840
Cliente3443,48,
,24,3860
Cliente3445,,3450
Cliente3446,31,3920
Cliente3447,32,3940
Cliente3448,33,3960
Cliente3449,34,3980
Cliente3450,,3000
,31,3965
Cliente3452,37,4040
Cliente3453,38,4060
Cliente3454,29,
Cliente3455,,3050
Cliente3456,41,4120
Cliente3457,42,4140
,38,4070
Cliente3459,44,4180
Cliente3460,,3100
Cliente3461,46,4220
Cliente3462,47,4240
Cliente3463,48,4260
Cliente3464,49,4280
Cliente3465,,3150
Cliente3466,51,4320
Cliente3467,52,4340
Cliente3468,53,4360
Cliente3469,54,4380
Cliente3470,,3200
Cliente3471,56,4420
,52,4280
Cliente3473,58,4460
Cliente3474,59,4480
Cliente3475,,3250
Cliente3476,51,
Cliente3477,62,4540
Cliente3478,63,4560
,59,4385
Cliente3480,,3300
Cliente3481,26,4620
Cliente3482,27,4640
Cliente3483,28,4660
Cliente3484,29,4680
Cliente3485,,3350
,26,3590
Cliente3487,32,
Cliente3488,33,4760
Cliente3489,34,4780
Cliente3490,,3400
Cliente3491,36,4820
Cliente3492,37,4840
,33,3695
Cliente3494,39,4880
Cliente3495,,3450
Cliente3496,41,4920
Cliente3497,42,4940
Cliente3498,43,
Cliente3499,44,4980
Cliente3500,,3000
Cliente3501,46,3020
Cliente3502,47,3040
Cliente3503,48,3060
Cliente3504,49,3080
Cliente3505,,3050
Cliente3506,51,3120
,47,3905
Cliente3508,53,3160
Cliente3509,54,
Cliente3510,,3100
Cliente3511,56,3220
Cliente3512,57,3240
Cliente3513,58,3260
,54,4010
Cliente3515,,3150
Cliente3516,61,3320
Cliente3517,62,3340
Cliente3518,63,3360
Cliente3519,64,3380
Cliente3520,,3200
,21,4115
Cliente3522,27,3440
Cliente3523,28,3460
Cliente3524,29,3480
Cliente3525,,3250
Cliente3526,31,3520
Cliente3527,32,3540
,28,4220
Cliente3529,34,3580
Cliente3530,,3300
Cliente3531,46,
Cliente3532,37,3640
Cliente3533,38,3660
Cliente3534,39,3680
Cliente3535,,3350
Cliente3536,41,3720
Cliente3537,42,3740
Cliente3538,43,3760
Cliente3539,44,3780
Cliente3540,,3400
Cliente3541,46,3820
,42,3530
Cliente3543,48,3860
Cliente3544,49,3880
Cliente3545,,3450
Cliente3546,51,3920
Cliente3547,52,3940
Cliente3548,53,3960
,49,3635
Cliente3550,,3000
Cliente3551,56,4020
Cliente3552,57,4040
Cliente3553,38,
Cliente3554,59,4080
Cliente3555,,3050
,56,3740
Cliente3557,62,4140
Cliente3558,63,4160
Cliente3559,64,4180
Cliente3560,,3100
Cliente3561,26,4220
Cliente3562,27,4240
,23,3845
Cliente3564,49,
Cliente3565,,3150
Cliente3566,31,4320
Cliente3567,32,4340
Cliente3568,33,4360
Cliente3569,34,4380
Cliente3570,,3200
Cliente3571,36,4420
Cliente3572,37,4440
Cliente3573,38,4460
Cliente3574,39,4480
Cliente3575,,3250
Cliente3576,41,4520
,37,4055
Cliente3578,43,4560
Cliente3579,44,4580
Cliente3580,,3300
Cliente3581,46,4620
Cliente3582,47,4640
Cliente3583,48,4660
,44,4160
Cliente3585,,3350
Cliente3586,41,
Cliente3587,52,4740
Cliente3588,53,4760
Cliente3589,54,4780
Cliente3590,,3400
,51,4265
Cliente3592,57,4840
Cliente3593,58,4860
Cliente3594,59,4880
Cliente3595,,3450
Cliente3596,61,4920
Cliente3597,52,
,58,4370
Cliente3599,64,4980
Cliente3600,,3000
Cliente3601,26,3020
Cliente3602,27,3040
Cliente3603,28,3060
Cliente3604,29,3080
Cliente3605,,3050
Cliente3606,31,3120
Cliente3607,32,3140
Cliente3608,33,
Cliente3609,34,3180
Cliente3610,,3100
Cliente3611,36,3220
,32,3680
Cliente3613,38,3260
Cliente3614,39,3280
Cliente3615,,3150
Cliente3616,41,3320
Cliente3617,42,3340
Cliente3618,43,3360
,39,3785
Cliente3620,,3200
Cliente3621,46,3420
Cliente3622,47,3440
Cliente3623,48,3460
Cliente3624,49,3480
Cliente3625,,3250
,46,3890
Cliente3627,52,3540
Cliente3628,53,3560
Cliente3629,54,3580
Cliente3630,,3300
Cliente3631,56,3620
Cliente3632,57,3640
,53,3995
Cliente3634,59,3680
Cliente3635,,3350
Cliente3636,61,3720
Cliente3637,62,3740
Cliente3638,63,3760
Cliente3639,64,3780
Cliente3640,,3400
Cliente3641,36,
Cliente3642,27,3840
Cliente3643,28,3860
Cliente3644,29,3880
Cliente3645,,3450
Cliente3646,31,3920
,27,4205
Cliente3648,33,3960
Cliente3649,34,3980
Cliente3650,,3000
Cliente3651,36,4020
Cliente3652,47,
Cliente3653,38,4060
,34,4310
Cliente3655,,3050
Cliente3656,41,4120
Cliente3657,42,4140
Cliente3658,43,4160
Cliente3659,44,4180
Cliente3660,,3100
,41,3515
Cliente3662,47,4240
Cliente3663,28,
Cliente3664,49,4280
Cliente3665,,3150
Cliente3666,51,4320
Cliente3667,52,4340
,48,3620
Cliente3669,54,4380
Cliente3670,,3200
Cliente3671,56,4420
Cliente3672,57,4440
Cliente3673,58,4460
Cliente3674,39,
Cliente3675,,3250
Cliente3676,61,4520
Cliente3677,62,4540
Cliente3678,63,4560
Cliente3679,64,4580
Cliente3680,,3300
Cliente3681,26,4620
,22,3830
Cliente3683,28,4660
Cliente3684,29,4680
Cliente3685,,3350
Cliente3686,31,4720
Cliente3687,32,4740
Cliente3688,33,4760
,29,3935
Cliente3690,,3400
Cliente3691,36,4820
Cliente3692,37,4840
Cliente3693,38,4860
Cliente3694,39,4880
Cliente3695,,3450
,36,4040
Cliente3697,42,4940
Cliente3698,43,4960
Cliente3699,44,4980
Cliente3700,,3000
Cliente3701,46,3020
Cliente3702,47,3040
,43,4145
Cliente3704,49,3080
Cliente3705,,3050
Cliente3706,51,3120
Cliente3707,42,
Cliente3708,53,3160
Cliente3709,54,3180
Cliente3710,,3100
Cliente3711,56,3220
Cliente3712,57,3240
Cliente3713,58,3260
Cliente3714,59,3280
Cliente3715,,3150
Cliente3716,61,3320
,57,4355
Cliente3718,53,
Cliente3719,64,3380
Cliente3720,,3200
Cliente3721,26,3420
Cliente3722,27,3440
Cliente3723,28,3460
,24,3560
Cliente3725,,3250
Cliente3726,31,3520
Cliente3727,32,3540
Cliente3728,33,3560
Cliente3729,34,
Cliente3730,,3300
,31,3665
Cliente3732,37,3640
Cliente3733,38,3660
Cliente3734,39,3680
Cliente3735,,3350
Cliente3736,41,3720
Cliente3737,42,3740
,38,3770
Cliente3739,44,3780
Cliente3740,,3400
Cliente3741,46,3820
Cliente3742,47,3840
Cliente3743,48,3860
Cliente3744,49,3880
Cliente3745,,3450
Cliente3746,51,3920
Cliente3747,52,3940
Cliente3748,53,3960
Cliente3749,54,3980
Cliente3750,,3000
Cliente3751,26,
,52,3980
Cliente3753,58,4060
Cliente3754,59,4080
Cliente3755,,3050
Cliente3756,61,4120
Cliente3757,62,4140
Cliente3758,63,4160
,59,4085
Cliente3760,,3100
Cliente3761,26,4220
Cliente3762,37,
Cliente3763,28,4260
Cliente3764,29,4280
Cliente3765,,3150
,26,4190
Cliente3767,32,4340
Cliente3768,33,4360
Cliente3769,34,4380
Cliente3770,,3200
Cliente3771,36,4420
Cliente3772,37,4440
,33,4295
Cliente3774,39,4480
Cliente3775,,3250
Cliente3776,41,4520
Cliente3777,42,4540
Cliente3778,43,4560
Cliente3779,44,4580
Cliente3780,,3300
Cliente3781,46,4620
Cliente3782,47,4640
Cliente3783,48,4660
Cliente3784,29,
Cliente3785,,3350
Cliente3786,51,4720
,47,3605
Cliente3788,53,4760
Cliente3789,54,4780
Cliente3790,,3400
Cliente3791,56,4820
Cliente3792,57,4840
Cliente3793,58,4860
,54,3710
Cliente3795,,3450
Cliente3796,61,4920
Cliente3797,62,4940
Cliente3798,63,4960
Cliente3799,64,4980
Cliente3800,,3000
,21,3815
Cliente3802,27,3040
Cliente3803,28,3060
Cliente3804,29,3080
Cliente3805,,3050
Cliente3806,51,
Cliente3807,32,3140
,28,3920
Cliente3809,34,3180
Cliente3810,,3100
Cliente3811,36,3220
Cliente3812,37,3240
Cliente3813,38,3260
Cliente3814,39,3280
Cliente3815,,3150
Cliente3816,41,3320
Cliente3817,32,
Cliente3818,43,3360
Cliente3819,44,3380
Cliente3820,,3200
Cliente3821,46,3420
,42,4130
Cliente3823,48,3460
Cliente3824,49,3480
Cliente3825,,3250
Cliente3826,51,3520
Cliente3827,52,3540
Cliente3828,43,
,49,4235
Cliente3830,,3300
Cliente3831,56,3620
Cliente3832,57,3640
Cliente3833,58,3660
Cliente3834,59,3680
Cliente3835,,3350
,56,4340
Cliente3837,62,3740
Cliente3838,63,3760
Cliente3839,54,
Cliente3840,,3400
Cliente3841,26,3820
Cliente3842,27,3840
,23,3545
Cliente3844,29,3880
Cliente3845,,3450
Cliente3846,31,3920
Cliente3847,32,3940
Cliente3848,33,3960
Cliente3849,34,3980
Cliente3850,,3000
Cliente3851,36,4020
Cliente3852,37,4040
Cliente3853,38,4060
Cliente3854,39,4080
Cliente3855,,3050
Cliente3856,41,4120
,37,3755
Cliente3858,43,4160
Cliente3859,44,4180
Cliente3860,,3100
Cliente3861,46,
Cliente3862,47,4240
Cliente3863,48,4260
,44,3860
Cliente3865,,3150
Cliente3866,51,4320
Cliente3867,52,4340
Cliente3868,53,4360
Cliente3869,54,4380
Cliente3870,,3200
,51,3965
Cliente3872,27,
Cliente3873,58,4460
Cliente3874,59,4480
Cliente3875,,3250
Cliente3876,61,4520
Cliente3877,62,4540
,58,4070
Cliente3879,64,4580
Cliente3880,,3300
Cliente3881,26,4620
Cliente3882,27,4640
Cliente3883,38,
Cliente3884,29,4680
Cliente3885,,3350
Cliente3886,31,4720
Cliente3887,32,4740
Cliente3888,33,4760
Cliente3889,34,4780
Cliente3890,,3400
Cliente3891,36,4820
,32,4280
Cliente3893,38,4860
Cliente3894,49,
Cliente3895,,3450
Cliente3896,41,4920
Cliente3897,42,4940
Cliente3898,43,4960
